restaurant_name,restaurant_url,restaurant_link,original_location,country,region,province,city,address,vegetarian_friendly,vegan_options,gluten_free,cuisines,popularity_detailed,popularity_generic,price_level,price_range,avg_rating,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
Nando's,https://www.tripadvisor.co.uk/Restaurant_Review-g1635502-d19435114,g1635502-d19435114,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Redbridge"", ""Woodford""]",England,Greater London,Redbridge,Woodford,"88-90 High Road 88-90, Woodford E18 2NA England",false,false,false,"European, Portuguese",#34 of 58 Restaurants in Woodford,#35 of 68 places to eat in Woodford,,,5,6,1,0,0,0,,,,,
Neeman Persian Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g191301-d16866366,g191301-d16866366,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond""]",England,Greater London,,Richmond,"Upper Richmond road west, Richmond England",false,false,false,Middle Eastern,#89 of 117 Restaurants in Richmond,#190 of 280 places to eat in Richmond,€€-€€€,,5,6,1,0,0,0,,,,,
Nido's,https://www.tripadvisor.co.uk/Restaurant_Review-g673605-d14197011,g673605-d14197011,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hounslow"", ""Feltham""]",England,Greater London,Hounslow,Feltham,"100 Harlington Road West, Feltham, Hounslow TW14 0JJ England",false,false,false,"Pizza, Fast food, Diner",#35 of 51 Restaurants in Feltham,#40 of 63 places to eat in Feltham,€,,4.5,6,0,0,0,1,,,,,
Norbiton Sandwich Shop,https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d8581228,g504175-d8581228,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames""]",England,Greater London,,Kingston upon Thames,"48 Coombe Road Norbiton, Kingston upon Thames KT2 7AF England",false,false,false,"Cafe, Fast food",#24 of 35 Quick Bites in Kingston upon Thames,#220 of 365 places to eat in Kingston upon Thames,€,,4,6,2,2,0,2,4.5,4.5,4.5,,
O'Grady's,https://www.tripadvisor.co.uk/Restaurant_Review-g1635502-d10207360,g1635502-d10207360,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Redbridge"", ""Woodford""]",England,Greater London,Redbridge,Woodford,"370 High Road, Woodford IG8 0XQ England",false,false,false,"Cafe, Deli",#36 of 58 Restaurants in Woodford,#37 of 68 places to eat in Woodford,€,,5,6,2,0,0,0,4,4,4,,
Oddfellow Arms,https://www.tripadvisor.co.uk/Restaurant_Review-g7380842-d10713115,g7380842-d10713115,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Pinner""]",England,Greater London,,Pinner,"2 Waxwell Lane, Pinner HA5 3EN England",false,false,false,Pub,#29 of 49 Restaurants in Pinner,#38 of 75 places to eat in Pinner,€,,4,6,4,1,0,1,,,,,
Onidodo,https://www.tripadvisor.co.uk/Restaurant_Review-g12431829-d13556056,g12431829-d13556056,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Haringey""]",England,Greater London,,Haringey,"83 Turnpike Lane, Haringey N8 0DY England",false,false,false,African,#2 of 4 Restaurants in Haringey,#20 of 56 places to eat in Haringey,€€-€€€,€12-€29,5,6,0,0,0,0,,,,,
Papa John's,https://www.tripadvisor.co.uk/Restaurant_Review-g1635501-d7098817,g1635501-d7098817,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Upminster""]",England,Greater London,,Upminster,"63 Corbets Tey Road, Upminster RM14 2AJ England",false,false,false,"Pizza, Fast food",#54 of 55 Restaurants in Upminster,#67 of 74 places to eat in Upminster,€€-€€€,,2.5,6,4,0,1,14,3,3,3,,
Paya Ruislip,https://www.tripadvisor.co.uk/Restaurant_Review-g1869831-d7954487,g1869831-d7954487,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ruislip""]",England,Greater London,,Ruislip,"20 Victoria Road, Ruislip HA4 0AB England",false,false,false,"Chinese, Asian, Thai",#6 of 8 Quick Bites in Ruislip,#89 of 104 places to eat in Ruislip,€€-€€€,,2.5,6,3,6,4,14,2,2.5,2,,
Pearson & Hearn Cafe & Espresso Bar - Coney Hall,https://www.tripadvisor.co.uk/Restaurant_Review-g7938493-d16750531,g7938493-d16750531,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""West Wickham""]",England,Greater London,,West Wickham,"16 Kingsway, West Wickham BR4 9JF England",false,false,false,"Cafe, British, Deli",#17 of 21 Restaurants in West Wickham,#21 of 32 places to eat in West Wickham,€€-€€€,€3-€8,5,6,0,0,0,0,,,,,
Pizza Bella,https://www.tripadvisor.co.uk/Restaurant_Review-g528819-d5247475,g528819-d5247475,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Twickenham""]",England,Greater London,,Twickenham,"49 King St Parade, Twickenham TW1 3SG England",false,false,false,Pizza,#11 of 18 Quick Bites in Twickenham,#137 of 174 places to eat in Twickenham,€,,3,6,2,0,1,7,,,,,
Pizza Express,https://www.tripadvisor.co.uk/Restaurant_Review-g10259438-d8403630,g10259438-d8403630,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Waltham Forest"", ""Walthamstow""]",England,Greater London,Waltham Forest,Walthamstow,"265 High Street, Walthamstow, Waltham Forest E17 7FD England",true,false,false,"Pizza, Italian",#32 of 52 Restaurants in Walthamstow,#36 of 68 places to eat in Walthamstow,€€-€€€,,3,6,4,6,4,4,3.5,3.5,3.5,,
Punjab Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d5489357,g580418-d5489357,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"27 Station Road, Harrow HA1 2UA England",true,false,false,"Indian, Asian, Middle Eastern, Pakistani",#190 of 267 Restaurants in Harrow,#212 of 343 places to eat in Harrow,€,,3,6,6,2,1,6,3,2,3,,
Quality Fish Chips and Kebab,https://www.tripadvisor.co.uk/Restaurant_Review-g1934185-d12027211,g1934185-d12027211,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley"", ""Orpington""]",England,Greater London,Bromley,Orpington,"344 High Street, Orpington, Bromley BR6 0NQ England",false,false,false,"Fast food, Turkish",#98 of 117 Restaurants in Orpington,#116 of 168 places to eat in Orpington,€,,3.5,6,4,3,0,4,4,3.5,3.5,,
R&A Kitchen Pizzeria,https://www.tripadvisor.co.uk/Restaurant_Review-g10259438-d15360643,g10259438-d15360643,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Waltham Forest"", ""Walthamstow""]",England,Greater London,Waltham Forest,Walthamstow,"9 Market Parade, Walthamstow, Waltham Forest E17 6DY England",false,false,false,Italian,#17 of 52 Restaurants in Walthamstow,#19 of 68 places to eat in Walthamstow,€€-€€€,,4.5,6,0,0,1,0,,,,,
Ragas,https://www.tripadvisor.co.uk/Restaurant_Review-g1637597-d9602793,g1637597-d9602793,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley""]",England,Greater London,,Bromley,"16 Bromley Hill, Bromley BR1 4JX England",false,false,false,Indian,#139 of 176 Restaurants in Bromley,#286 of 415 places to eat in Bromley,€€-€€€,€14-€46,4.5,6,0,0,0,1,,,,,
Regina Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d5122776,g504167-d5122776,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"309 Lower Addiscombe Road, Croydon CR0 6RF England",false,false,false,"Pizza, Fast food",#261 of 340 Restaurants in Croydon,#321 of 490 places to eat in Croydon,€,,3,6,0,0,2,4,,,,,
River Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g7377416-d10398909,g7377416-d10398909,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Brentford""]",England,Greater London,Ealing,Brentford,"High Street, Brentford, Ealing TW8 0JW England",true,false,false,"Cafe, British, Contemporary",#32 of 48 Restaurants in Brentford,#33 of 57 places to eat in Brentford,€,€2-€9,4,6,6,3,1,0,,,,,
Rumbles Fish Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g503784-d7194803,g503784-d7194803,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hornchurch""]",England,Greater London,,Hornchurch,"67 Station Lane, Hornchurch RM12 6JU England",false,false,false,"Fast food, British, Seafood",#81 of 93 Restaurants in Hornchurch,#92 of 123 places to eat in Hornchurch,€,,3.5,6,13,3,0,6,3.5,4,3.5,,
Saher Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d3629628,g580418-d3629628,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"237 Station Road, Harrow HA1 2TB England",false,false,false,Mediterranean,#149 of 267 Restaurants in Harrow,#168 of 343 places to eat in Harrow,€,,4,6,2,2,2,1,4.5,4.5,4.5,4,
Scoff's Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g10283565-d14142572,g10283565-d14142572,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Waltham Forest"", ""Chingford""]",England,Greater London,Waltham Forest,Chingford,"17 Station Road, Chingford, Waltham Forest E4 7BJ England",false,false,false,"Cafe, British, Turkish",#2 of 2 Coffee & Tea in Chingford,#26 of 55 places to eat in Chingford,€€-€€€,,5,6,2,0,0,0,,,,,
Sea Rock,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d11836312,g580418-d11836312,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"348 Eastcote Lane, Harrow HA2 9AJ England",false,false,false,"Seafood, British",#116 of 267 Restaurants in Harrow,#130 of 343 places to eat in Harrow,€,,4.5,6,1,0,0,1,5,5,5,,
Sea Shell Fish Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g580413-d10667173,g580413-d10667173,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Enfield""]",England,Greater London,,Enfield,"273 Hertford Road, Enfield EN3 5JL England",false,false,false,,#53 of 133 Restaurants in Enfield,#63 of 200 places to eat in Enfield,,,5,6,1,0,0,0,,,,,
Seahorse,https://www.tripadvisor.co.uk/Restaurant_Review-g2089670-d5259266,g2089670-d5259266,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Barking and Dagenham"", ""Dagenham""]",England,Greater London,Barking and Dagenham,Dagenham,"98 Wood Lane, Dagenham RM9 5SL England",false,false,false,British,#20 of 67 Restaurants in Dagenham,#23 of 89 places to eat in Dagenham,€,,4,6,1,1,0,1,,,,,
Sevaa Pure Vegetarian Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d16774192,g580418-d16774192,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"129 Kenton Road, Harrow HA3 0AZ England",false,false,false,"Bar, Grill, Pub",#88 of 267 Restaurants in Harrow,#99 of 343 places to eat in Harrow,€€-€€€,,5,6,1,0,0,0,,,,,
Shree Sai Vada Pav,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d17704757,g528820-d17704757,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"181 Ealing Road, Wembley HA0 4LW England",false,false,false,Indian,#96 of 157 Restaurants in Wembley,#108 of 206 places to eat in Wembley,€,,5,6,2,0,0,0,,,,,
Six Bells,https://www.tripadvisor.co.uk/Restaurant_Review-g191261-d8815551,g191261-d8815551,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""West Drayton""]",England,Greater London,,West Drayton,"125 Station Road, West Drayton UB7 7ND England",false,false,false,Pub,#24 of 48 Restaurants in West Drayton,#27 of 57 places to eat in West Drayton,,,4.5,6,2,1,0,0,,,,,
Spice Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g3505898-d4924142,g3505898-d4924142,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wallington""]",England,Greater London,,Wallington,"16 Ross Parade, Wallington SM6 8QG England",false,false,false,"Indian, Bangladeshi, Asian",#23 of 48 Restaurants in Wallington,#30 of 60 places to eat in Wallington,€€-€€€,,4,6,5,1,0,1,4.5,4.5,4.5,,
Spice Klub,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d16724235,g528820-d16724235,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"93 Ealing Road, Wembley HA0 4BN England",false,false,false,Indian,#75 of 157 Restaurants in Wembley,#86 of 206 places to eat in Wembley,€,€2-€10,4.5,6,5,0,0,0,,,,,
Spice Lounge Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g7383680-d15666109,g7383680-d15666109,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Biggin Hill""]",England,Greater London,,Biggin Hill,"226 Main Road, Biggin Hill TN16 3BD England",false,false,false,"Indian, Bangladeshi, Asian",#9 of 14 Restaurants in Biggin Hill,#11 of 18 places to eat in Biggin Hill,,,3.5,6,5,4,1,4,,,,,
Spicevillageltd,https://www.tripadvisor.co.uk/Restaurant_Review-g1646066-d5814898,g1646066-d5814898,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Southall""]",England,Greater London,Ealing,Southall,"185-189 The Broadway, Southall, Ealing UB1 1LX England",false,false,false,Thai,#32 of 75 Restaurants in Southall,#32 of 96 places to eat in Southall,€€€€,,4.5,6,1,0,0,1,,,,,
Star Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g580413-d11488063,g580413-d11488063,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Enfield""]",England,Greater London,,Enfield,"Ponders End Library 256 High Street, Enfield EN3 4EY England",false,false,false,,#59 of 133 Restaurants in Enfield,#71 of 200 places to eat in Enfield,,,5,6,1,0,0,0,,,,,
Starfish And Chips,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d4911505,g580420-d4911505,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"75 Belgrave Road, Ilford IG1 3AL England",false,false,false,Seafood,#118 of 217 Restaurants in Ilford,#137 of 283 places to eat in Ilford,€,,4,6,2,0,0,2,4.5,4.5,4.5,,
Stobys fish and chips,https://www.tripadvisor.co.uk/Restaurant_Review-g1646049-d13505764,g1646049-d13505764,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Uxbridge""]",England,Greater London,,Uxbridge,"134 Ryefield Avenue, Uxbridge UB10 9DA England",false,false,false,Fast food,#79 of 99 Restaurants in Uxbridge,#100 of 150 places to eat in Uxbridge,€,€3-€7,3.5,6,1,0,0,4,,,,,
Sunshine Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d5433345,g580418-d5433345,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"397 Northolt Road, Harrow HA2 8JE England",false,false,false,Cafe,#130 of 267 Restaurants in Harrow,#148 of 343 places to eat in Harrow,€,,4,6,3,0,0,2,,,,,
Suraj Sweet Mart,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d14122649,g528820-d14122649,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"44A Ealing Road, Wembley HA0 4TL England",false,false,false,"Indian, Fast food, Asian",#64 of 157 Restaurants in Wembley,#73 of 206 places to eat in Wembley,€,,4.5,6,5,0,0,1,5,4,5,,
Surrey King Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g2549112-d8050441,g2549112-d8050441,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Worcester Park""]",England,Greater London,,Worcester Park,"173 Central Road, Worcester Park KT4 8DR England",false,false,false,British,#21 of 37 Restaurants in Worcester Park,#23 of 43 places to eat in Worcester Park,€,,4.5,6,3,0,0,0,4.5,5,5,,
TW2 Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g528819-d4910392,g528819-d4910392,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Twickenham""]",England,Greater London,,Twickenham,"109 Nelson Road, Twickenham TW2 7AZ England",false,false,false,"Pizza, Fast food",#135 of 138 Restaurants in Twickenham,#157 of 174 places to eat in Twickenham,€,,2.5,6,0,3,1,8,3.5,2.5,3.5,,
Tai Pan Bakery,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d1117527,g504167-d1117527,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"544 Purley Way, Croydon CR0 4NZ England",false,false,false,Chinese,#2 of 3 Bakeries in Croydon,#186 of 490 places to eat in Croydon,€€-€€€,€2-€17,4,6,7,3,0,2,,,,,
Tasty chicken and pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d17324969,g580427-d17324969,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"7 Station Chamber, Victoria Road, Romford RM1 2HS England",false,false,false,"Italian, American, Pizza, British",#153 of 194 Restaurants in Romford,#182 of 268 places to eat in Romford,€€-€€€,€3-€14,3.5,6,1,0,0,3,,,,,
The Cardamom Club,https://www.tripadvisor.co.uk/Restaurant_Review-g3952106-d20301712,g3952106-d20301712,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Stanmore""]",England,Greater London,,Stanmore,"28 Belmont Circle, Stanmore HA3 8RF England",false,false,false,Indian,#16 of 23 Restaurants in Stanmore,#19 of 31 places to eat in Stanmore,€€-€€€,€17-€29,4.5,6,0,0,0,1,,,,,
The Chicago Rib Shack,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d14181975,g504167-d14181975,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"Unit 15-16 Boxpark Croydon 99 George Street 99 George Street, Croydon CR0 1LD England",false,false,false,"American, Barbecue, Grill",#48 of 57 Quick Bites in Croydon,#398 of 490 places to eat in Croydon,€€-€€€,,2.5,6,2,2,2,12,3,2.5,2.5,,
The Greek Way,https://www.tripadvisor.co.uk/Restaurant_Review-g1934185-d20988820,g1934185-d20988820,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley"", ""Orpington""]",England,Greater London,Bromley,Orpington,"26 Marion Crescent, Orpington, Bromley BR5 2DD England",false,false,false,"Mediterranean, Greek",#57 of 117 Restaurants in Orpington,#69 of 168 places to eat in Orpington,€€-€€€,,5,6,0,0,0,0,,,,,
The Kings Arms,https://www.tripadvisor.co.uk/Restaurant_Review-g1646049-d7603660,g1646049-d7603660,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Uxbridge""]",England,Greater London,,Uxbridge,"6 Park Lane, Uxbridge UB9 6BJ England",true,false,false,"Bar, Pub, British",#53 of 99 Restaurants in Uxbridge,#68 of 150 places to eat in Uxbridge,€€-€€€,,4,6,9,2,1,2,4,4.5,4.5,,
The Lord Holmesdale,https://www.tripadvisor.co.uk/Restaurant_Review-g1637597-d17789395,g1637597-d17789395,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley""]",England,Greater London,,Bromley,"184 Homesdale Road, Bromley BR1 2QZ England",false,false,false,,#96 of 176 Restaurants in Bromley,#200 of 415 places to eat in Bromley,€€-€€€,,4.5,6,0,1,0,0,,,,,
The Money Tree,https://www.tripadvisor.co.uk/Restaurant_Review-g1637597-d4910172,g1637597-d4910172,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley""]",England,Greater London,,Bromley,"36 Letchworth Drive, Bromley BR2 9BE England",false,false,false,"Chinese, Asian, Fast food",#21 of 29 Quick Bites in Bromley,#261 of 415 places to eat in Bromley,€€-€€€,,3.5,6,2,2,0,3,,,,,
The Old Crown,https://www.tripadvisor.co.uk/Restaurant_Review-g191260-d10192303,g191260-d10192303,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hayes""]",England,Greater London,,Hayes,"81 Station Road, Hayes UB3 4BG England",false,false,false,,#56 of 84 Restaurants in Hayes,#58 of 101 places to eat in Hayes,€€-€€€,,4,6,0,0,1,2,,4,4,,
The Place to Eat,https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d7716566,g504175-d7716566,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames""]",England,Greater London,,Kingston upon Thames,"Wood Street, Kingston upon Thames KT1 1TE England",false,false,false,"Cafe, British",#29 of 35 Quick Bites in Kingston upon Thames,#300 of 365 places to eat in Kingston upon Thames,€€-€€€,,3,6,14,18,7,12,3,2.5,2.5,,
The Plough,https://www.tripadvisor.co.uk/Restaurant_Review-g11830535-d13976927,g11830535-d13976927,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon"", ""Kenley""]",England,Greater London,Croydon,Kenley,"Croydon Rd Beddington, Kenley, Croydon CR0 4QR England",false,false,false,"Brew Pub, Pub",#2 of 4 Restaurants in Kenley,#2 of 6 places to eat in Kenley,€,€6-€13,5,6,1,0,0,0,,,,,
The Puddle Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g1635501-d8051814,g1635501-d8051814,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Upminster""]",England,Greater London,,Upminster,"Saint Marys Lane Puddledock Farm, Upminster RM14 3NX England",false,false,false,Cafe,#5 of 12 Quick Bites in Upminster,#47 of 74 places to eat in Upminster,€,,4,6,6,2,1,1,4.5,4.5,4.5,,
The Riverside Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d3207705,g504175-d3207705,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames""]",England,Greater London,,Kingston upon Thames,"Hampton Court Road, Kingston upon Thames KT8 9BN England",false,false,false,"Bar, British, Pub",#165 of 170 Restaurants in Kingston upon Thames,#316 of 365 places to eat in Kingston upon Thames,€€-€€€,,2.5,6,12,13,13,15,3,3,3,3.5,
The Spicy Affair,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d2689027,g504167-d2689027,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"162 Cherry Orchard Road, Croydon CR0 6BB England",false,false,false,"Caribbean, African",#173 of 340 Restaurants in Croydon,#218 of 490 places to eat in Croydon,€€-€€€,€5-€25,4,6,1,2,0,2,4,4,4,3.5,
The masala gate,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d8360658,g580427-d8360658,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"108 Petersfield Avenue, Romford RM3 9PH England",false,false,false,Indian,#165 of 194 Restaurants in Romford,#195 of 268 places to eat in Romford,€€-€€€,,4,6,0,0,1,2,,,,,
Toscana Ristorante Pizzeria Italiano,https://www.tripadvisor.co.uk/Restaurant_Review-g191259-d15228756,g191259-d15228756,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London""]",England,Greater London,,,"32 Vivian Avenue Hendon, NW4 3XP England",false,false,false,"Italian, Pizza",#45 of 75 Restaurants in Greater London,#3869 of 6696 places to eat in Greater London,€€-€€€,€2-€27,3.5,6,0,0,0,3,,,,,
Tropics Grill & Bites,https://www.tripadvisor.co.uk/Restaurant_Review-g1646049-d15007446,g1646049-d15007446,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Uxbridge""]",England,Greater London,,Uxbridge,"3 Halls Terrace, Uxbridge UB10 0NS England",false,false,false,Caribbean,#57 of 99 Restaurants in Uxbridge,#74 of 150 places to eat in Uxbridge,€€-€€€,€5-€12,4,6,1,0,0,2,,,,,
Vasantha Vilas,https://www.tripadvisor.co.uk/Restaurant_Review-g13958819-d752439,g13958819-d752439,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""East Ham""]",England,Greater London,,East Ham,"206 High Street North, East Ham E6 2JA England",true,true,false,"Indian, Asian, Sri Lankan",#1 of 10 Restaurants in East Ham,#1 of 14 places to eat in East Ham,€,,4,6,11,1,0,1,5,4,4.5,,
Victorial Grill Peri Peri Chicken,https://www.tripadvisor.co.uk/Restaurant_Review-g191301-d13116763,g191301-d13116763,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond""]",England,Greater London,,Richmond,"52 Lower Richmond Road, Richmond SW15 1JT England",false,false,false,Grill,#99 of 117 Restaurants in Richmond,#216 of 280 places to eat in Richmond,,,4,6,0,1,0,2,,,,,
Village Bistro Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g2549055-d13125789,g2549055-d13125789,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Beckenham""]",England,Greater London,,Beckenham,"166 High Street, Beckenham BR3 1EW England",false,false,false,"Cafe, British, Italian, Turkish",#65 of 88 Restaurants in Beckenham,#76 of 109 places to eat in Beckenham,€€-€€€,€3-€15,4,6,4,1,0,2,,,,,
Village Grill,https://www.tripadvisor.co.uk/Restaurant_Review-g1646117-d5814995,g1646117-d5814995,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hampton""]",England,Greater London,,Hampton,"76 Milton Road, Hampton TW12 2LJ England",false,false,false,"Fast food, Turkish, Middle Eastern",#22 of 24 Restaurants in Hampton,#24 of 32 places to eat in Hampton,€,,3,6,1,0,2,4,,,,,
Wimpy,https://www.tripadvisor.co.uk/Restaurant_Review-g528812-d8022742,g528812-d8022742,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Eastcote""]",England,Greater London,,Eastcote,"167 Field End Road, Eastcote HA5 1QL England",false,false,false,Fast food,#4 of 4 Quick Bites in Eastcote,#23 of 28 places to eat in Eastcote,,,3.5,6,0,3,0,4,,,,,
Wimpy Upminster,https://www.tripadvisor.co.uk/Restaurant_Review-g1635501-d13414930,g1635501-d13414930,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Upminster""]",England,Greater London,,Upminster,"50 Station Road, Upminster RM14 2TR England",false,false,false,British,#35 of 55 Restaurants in Upminster,#42 of 74 places to eat in Upminster,,,4.5,6,1,1,0,0,,,,,
Wok Inc,https://www.tripadvisor.co.uk/Restaurant_Review-g2520134-d12690354,g2520134-d12690354,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Morden""]",England,Greater London,,Morden,"67 Saint Helier Avenue, Morden SM4 6HY England",false,false,false,,#10 of 27 Restaurants in Morden,#13 of 38 places to eat in Morden,€,,5,6,0,0,0,0,,,,,
Wonder,https://www.tripadvisor.co.uk/Restaurant_Review-g580413-d3643750,g580413-d3643750,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Enfield""]",England,Greater London,,Enfield,"1 Batley Road, Enfield EN2 0JG England",false,false,false,"British, Pub",#65 of 133 Restaurants in Enfield,#78 of 200 places to eat in Enfield,,,4.5,6,3,0,0,1,,,,,
